Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
5224,0x9C55472c50ba196Bb3309Cec6C3a3F7fcA760Ca9,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Master,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5225,0x38f13EC63777BA874831F81DF1295474e6100D7F,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Officer,Uncommon,Common,Common,Uncommon,Clan,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5226,0x4b187A0ef5dFf8aCcadb354deFF72A6f30610f87,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Boxing,Aura,Runner,Rare,Common,Common,Common,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5227,0xC236123DfaEb468246E909382c92Cb457fE19366,Grimbone,true,Light,Dark Side,Zero Effort,Spin,Blue Blaze,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5228,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Sumo,Faded,Runner,Rare,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5229,0x58bF7Bf92eA343D20F96ecDF8aaEc716D2f8399f,Grimbone,true,Light,Dark Side,Skulls,Dash,Blue Blaze,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5230,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Blue Blaze,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5231,0xC655Cb265fC994D6Bcd8ffBbEF95bD1DFF13b4A4,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Runner,Common,Common,Uncommon,Clan,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5232,0xd0E6A4bbB5812edf10f3C56da380783a97fE057f,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Heavy Spin,Lolita Jam,Runner,Common,Rare,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5233,0x247d394945DcB753afA4E8FEcc4C16990395D4C5,Grimbone,false,,,,,,,,,,,,,,,,,,
5234,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Emerald Hand,true,Heavy,Elegance,Armada,Heavy Spin,Elite,Master,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5235,0x470b4Af314b85f2a6A76EcA308Ffb46c2161c179,Bubblegum Violence,true,Medium,Tumblers Mule,Zero Effort,Boxing,Yuletide Up,Adept,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5236,0xA5331371B8943080c2708974Ac08Ce2E6184E321,Emerald Hand,true,Heavy,Elite Corps,Wave,Sumo,Aura,Runner,Common,Clan,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5237,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Grimbone,true,Heavy,Sunrise,Stripes,Heavy Spin,Hot Orange,Master,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Rare,Uncommon,Rare,Spark Suit Edition 01
5238,0x485B7b3E16F4aDFff8cb315C693eC6bE4a6A985D,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Sun Spots,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5239,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Sunrise,Stripes,Heavy Spin,Dusk,Adept,Uncommon,Common,Clan,Common,Common,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
5240,0x940945d88870cac1E373760A501363381DBe4225,Grimbone,true,Medium,Sunrise,Skulls,Run,Blue Blaze,Adept,Uncommon,Common,Common,Common,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5241,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Wave,Sumo,Elite,Runner,Uncommon,Common,Uncommon,Rare,Uncommon,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
5242,0x2471711Fea18c868F77Eea05d9025D74D354998f,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Astral,Runner,Clan,Common,Common,Common,Clan,Rare,Rare,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5243,0x7ad6FF42076D6c600550b048a3685FAcba4122Ff,Grimbone,true,Light,Scorched Earth,Skulls,Dash,Blue Blaze,Adept,Uncommon,Rare,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Uncommon,Uncommon,Spark Suit Edition 01
5244,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Adept,Uncommon,Clan,Uncommon,Common,Clan,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5245,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Dusk,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5246,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Grimbone,true,Medium,Scorched Earth,Skulls,Boxing,Dusk,Officer,Clan,Common,Common,Rare,Clan,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5247,0x2C86a514648Fd790d8D4B3E80D5FF5C84F2DdbF0,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Runner,Uncommon,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5248,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Boxing,Faded,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5249,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Lolita Jam,Adept,Common,Common,Common,Rare,Uncommon,Rare,Rare,Rare,Rare,Uncommon,Rare,Spark Suit Edition 01
5250,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Sapphire Star,Adept,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5251,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Uncommon,Common,Uncommon,Common,Common,Clan,Clan,Clan,Clan,Common,Common,Spark Suit Edition 01
5252,0x759C65CC7d062615dC2a8bCDeB25e6B06e7D1912,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
5253,0xFDcD2bCC32ca7B52CF50E6dbe1117853FcEeC5C7,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
5254,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Lolita Jam,Adept,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
5255,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Astral,Adept,Common,Common,Common,Rare,Common,Rare,Rare,Common,Common,Common,Rare,Spark Suit Edition 01
5256,0xB449214b4b1c3dB4F6a7153Dad00F5f36FDDD3Ec,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5257,0xcc28db89fb114A2D530015e4c3160d269adb1bc9,Grimbone,true,Heavy,Dark Side,Skulls,Heavy Spin,Dusk,Runner,Common,Common,Common,Common,Uncommon,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
5258,0x8E77FCb55D656e651f3F21c567680E66e1b0FF21,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Elite,Runner,Uncommon,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5259,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Faded,Runner,Rare,Common,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5260,0x55E272bdf0D5588bC0B8dcb039a140F83E9bb275,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Blue Blaze,Runner,Rare,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5261,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Dusk,Adept,Common,Common,Common,Common,Common,Common,Common,Clan,Clan,Rare,Uncommon,Spark Suit Edition 01
5262,0x1FdC4A55ECae2BFE81acfFfaEb8d9D4FD1eaaF12,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Elite,Runner,Clan,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5263,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Sun Spots,Runner,Common,Rare,Uncommon,Common,Common,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
5264,0x16a75403f163D27FBEf00843d0b0B0d8EDA57531,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Elite,Officer,Common,Common,Uncommon,Uncommon,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
5265,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Lightning Jazz,Boxing,Yuletide Up,Adept,Common,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5266,0x1FA6Df38b6FBBa7D7e6a1ab156f353011116A83A,Emerald Hand,true,Heavy,Emerald Palace,None,Sumo,Prism,GrandMaster,Clan,Clan,Clan,Clan,Clan,Clan,Clan,Clan,Clan,Clan,Clan,Spark Suit Edition 01
5267,0x4fBa17CB69f899cD0b518Af728Bbe91be0eB086B,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Lolita Jam,Runner,Common,Clan,Uncommon,Common,Clan,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5268,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Dusk,Officer,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5269,0xD4Ff7039Dd744EbF43926579C6f3687E9DcAaD43,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
5270,0xA295966435097E23850994c80aaCa631B7C04819,Emerald Hand,true,Heavy,Elite Corps,Wave,Sumo,Elite,Runner,Clan,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5271,0x052627587c7fEDb75210E3f8f30Ea8e6d6bbaf23,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Dusk,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5272,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Stripes,Dash,Dusk,Runner,Clan,Rare,Common,Common,Common,Rare,Rare,Rare,Rare,Common,Common,Spark Suit Edition 01
5273,0xC09f827d1e6724D2F76210c3D5BC82452d84733b,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
5274,0x28696a0B35aE31CAf837aE2D08035ffbe8F7A728,Grimbone,true,Heavy,Dark Side,Skulls,Heavy Spin,Hot Orange,Officer,Common,Rare,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5275,0xe93fDDCc1be56914637054A76ef83b308268502E,Grimbone,true,Heavy,Dark Side,Stripes,Sumo,Dusk,Master,Rare,Rare,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5276,0xe5BCB0e1574e0360620FC8E7bb0262941Fe2BF1D,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Officer,Common,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5277,0xF112720867C25004f6E7530299cC11526223a8D7,Grimbone,true,Light,Dark Side,Zero Effort,Spin,Dusk,Adept,Clan,Common,Uncommon,Rare,Common,Rare,Rare,Rare,Rare,Uncommon,Uncommon,Spark Suit Edition 01
5278,0x359333C9C8dc6fA017b090badaa6D6321cC7F4A6,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Spin,Sapphire Star,Adept,Rare,Common,Common,Uncommon,Rare,Clan,Clan,Common,Common,Rare,Common,Spark Suit Edition 01
5279,0xF17FF67192ad3Da0791F11dFdC208e6299f21BB4,Emerald Hand,true,Heavy,Elegance,Armada,Heavy Spin,Astral,GrandMaster,Rare,Clan,Clan,Uncommon,Common,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
5280,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Runner,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5281,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Elite,Runner,Rare,Common,Clan,Rare,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5282,0x32305cA2fEb6d4cD7Ea5C5fdB2c4CED1ba62db38,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Aura,Runner,Common,Rare,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5283,0x3e13FA90a9C93E977436E6BEEdfEa34929905208,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Hot Orange,Master,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5284,0x484866702B3733b744E40870df1010c19b5c75C1,Grimbone,true,Light,Scorched Earth,Stripes,Spin,Blue Blaze,Adept,Uncommon,Common,Common,Uncommon,Uncommon,Rare,Rare,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
5285,0x66c631072DEA0Cf0082d9ACC43CC9f50e1DAB913,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Heavy Spin,Lolita Jam,Runner,Common,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5286,0x100cC859837de35b69fEfaA1C3780Ae0643264d9,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Lolita Jam,Runner,Uncommon,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5287,0xCec0A95C1003e0F9E8D9fD153b02269faCF292e4,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5288,0x18fcb8F0B56C8B086e632036776A8348eA6829da,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Sapphire Star,GrandMaster,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5289,0xffbE7EaD7f1a67b2adC7cDbd38eBF62DFaf60E4F,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Lolita Jam,Adept,Uncommon,Common,Common,Uncommon,Uncommon,Common,Common,Clan,Clan,Rare,Common,Spark Suit Edition 01
5290,0x09BfEE071d6e4746D5c20f5646f2d7F76260B5CB,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Lolita Jam,GrandMaster,Rare,Common,Clan,Uncommon,Uncommon,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
5291,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Master,Uncommon,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
5292,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Runner,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5293,0xc8B51ed85f0e66220c372cde67c06D95Dd0b25Df,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Astral,Adept,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5294,0x0b65A63ac9eC2C69469652eCd1147d8b82c8B01C,Emerald Hand,true,Medium,Elegance,Wave,Run,Elite,Adept,Uncommon,Common,Common,Uncommon,Common,Rare,Rare,Rare,Rare,Common,Rare,Spark Suit Edition 01
5295,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Mime Burst,Tri Explosion,Spin,Sapphire Star,Runner,Common,Common,Rare,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5296,0x4696a7f022a31a5da034216d02937f227559B958,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Adept,Uncommon,Common,Uncommon,Common,Uncommon,Clan,Clan,Clan,Clan,Common,Common,Spark Suit Edition 01
5297,0xF2302eD192F23b8f42E322245D288Cc865A91816,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Officer,Common,Common,Common,Common,Uncommon,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
5298,0xB020dFaF359d0340061dC16901806b77823F5Af5,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Sumo,Aquamarine Chill,Runner,Rare,Common,Uncommon,Common,Common,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
5299,0x421e90AE8bf1110e106c475573aC041084cb48da,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5300,0x64C5f98a1F00ae5f05c2379FdbE112BA1a78e9e4,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Elite,Runner,Uncommon,Common,Uncommon,Common,Uncommon,Rare,Rare,Common,Common,Clan,Common,Spark Suit Edition 01
5301,0x24Ef07728060113dAABeB944aB0f867D8F6b246F,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Gem Stone,Master,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5302,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Sun Spots,GrandMaster,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5303,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Officer,Common,Common,Common,Rare,Common,Clan,Clan,Common,Common,Rare,Common,Spark Suit Edition 01
5304,0x81b11971f72a75AfF63ec0C77DFf83b1699615A0,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Sumo,Lolita Jam,Runner,Common,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5305,0x91B4D332a34099a87Fa838c16Db72d5d3351abe8,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Heavy Spin,Ruby Cherry,Master,Common,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
5306,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Runner,Uncommon,Common,Uncommon,Clan,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5307,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Skulls,Dash,Sun Spots,Adept,Uncommon,Rare,Clan,Common,Common,Rare,Rare,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5308,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Aura,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
5309,0x5c118F939dcF73Ca59ec345167eBA1511cE67D08,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,GrandMaster,Uncommon,Clan,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5310,0xcddCEf49882A62F2524b09c82684dFD75f51aEC4,Grimbone,true,Light,Dark Side,Skulls,Dash,Hot Orange,Officer,Common,Rare,Rare,Common,Rare,Rare,Rare,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
5311,0x6b6ceB50C4dFA43438178aaB01d305beeAF64cA1,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Runner,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5312,0xe30FFe5178e1e471Aa137F12304883FD28B4d196,Emerald Hand,true,Medium,Elite Corps,Armada,Boxing,Elite,Runner,Common,Common,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5313,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Grimbone,true,Heavy,Scorched Earth,Skulls,Heavy Spin,Sun Spots,Officer,Rare,Common,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
5314,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Faded,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5315,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Elite,Master,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Rare,Clan,Spark Suit Edition 01
5316,0x71a88960Ca5ED0CAE9e9480637DfdB9621F2F634,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Sumo,Blue Blaze,Master,Common,Common,Common,Uncommon,Rare,Rare,Rare,Common,Common,Rare,Common,Spark Suit Edition 01
5317,0xb17FEa1aA69b9D19D1eB140aCEA0e28233c12423,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Yuletide Up,Officer,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5318,0x91Ad3056985287c5a6003b41e1631487228E991b,Bubblegum Violence,true,Medium,Mime Burst,Zero Effort,Run,Yuletide Up,Runner,Uncommon,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
5319,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Emerald Palace,Armada,Dash,Aura,Runner,Uncommon,Common,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5320,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Clan,Rare,Spark Suit Edition 01
5321,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Faded,Runner,Clan,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5322,0x61759FB5255532F8f977d0a51B7037651bECac74,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Spin,Elite,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
5323,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Sunrise,Zero Effort,Heavy Spin,Blue Blaze,Adept,Uncommon,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5324,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Common,Common,Common,Common,Common,Clan,Clan,Clan,Clan,Common,Common,Spark Suit Edition 01
5325,0x582D44084fD8c6440D0c34B58DE9fF91eD497EF9,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Yuletide Up,Runner,Common,Common,Uncommon,Uncommon,Uncommon,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
5326,0x7C965fb18E90D887bE5169cf0E48B738AE10EC84,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Sapphire Star,Master,Common,Rare,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5327,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Master,Uncommon,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5328,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Dusk,Runner,Common,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5329,0x194BEF2A2DF80a753059029273b8bcF7dC04A1C5,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Aura,Adept,Common,Common,Rare,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5330,0x1882480865aBBE53Fd88973C8f79D9DE57102E33,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Blue Blaze,Officer,Uncommon,Rare,Common,Common,Rare,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
5331,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Dusk,Officer,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5332,0x17eF5451Ed7F2b670F62AF8C25602521ABEDa01F,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Lolita Jam,Adept,Uncommon,Clan,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5333,0x042b61f44b41576d19020FEAa74DA25324F246cE,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5334,0x4aAbb1054fD83C130Ab08A809c7bA1f7695e4D70,Grimbone,true,Light,Scorched Earth,Stripes,Dash,Dusk,Officer,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5335,0x6F6C71982640086C47c088c3a59Df86A0190fa79,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Lolita Jam,Master,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5336,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Emerald Hand,true,Light,Elegance,Wave,Spin,Elite,Runner,Rare,Common,Uncommon,Common,Clan,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5337,0xcCA1Ba8B527376f73F6F82327F80B54A5752aB0B,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Lolita Jam,Officer,Common,Common,Uncommon,Uncommon,Uncommon,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
