Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
6753,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dragon Roar,Scared Forest,Try Soul,Uncommon,Uncommon,Common,Uncommon,Common,Clan,Common,true
6754,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Blue Blaze,Dragon Roar,Dusk,Self Aura,Uncommon,Rare,Rare,Uncommon,Uncommon,Epic,Common,true
6755,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6756,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6757,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Lolita Jam,Dog Play,Sky View,Self Aura,Common,Clan,Rare,Common,Common,Uncommon,Common,true
6758,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Elite,Dragon Roar,Burst Blue,Zero Soul,Uncommon,Common,Rare,Common,Common,Common,Clan,true
6759,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6760,0x99aA1bE2d862112a8621610C247F0F975067e7d2,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Sun Spots,Dog Play,Dusty Orange,Zero Soul,Uncommon,Common,Rare,Rare,Common,Uncommon,Common,true
6761,0xC0fC9bfD335CDe161598070812c3d59E26863518,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Burst Blue,Try Soul,Common,Uncommon,Epic,Epic,Common,Uncommon,Common,true
6762,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Aquamarine Chill,Dog Play,Mint Teal,Try Soul,Uncommon,Rare,Common,Common,Uncommon,Rare,Epic,true
6763,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6764,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Saphire Star,Dog Play,Sun Up,Try Soul,Uncommon,Epic,Uncommon,Clan,Common,Uncommon,Rare,true
6765,0xf8B53253a135e14aeD6A948D25de06C0e816DF39,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Sun Spots,Dog Play,Dusk,Try Soul,Common,Clan,Uncommon,Common,Common,Common,Common,true
6766,0x8921F6b24048d15c143876066b0D2bf4D1EAD1f2,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Ruby Cherry,Dog Play,Lite Lime,Zero Soul,Epic,Common,Common,Common,Common,Uncommon,Uncommon,true
6767,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dragon Roar,Lite Burst,Self Aura,Rare,Common,Common,Rare,Common,Uncommon,Common,true
6768,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6769,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6770,0x42400f44d9b15a7CB8DF4C145436a38EB26A10a3,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Common,Common,Uncommon,Common,Uncommon,Uncommon,Clan,true
6771,0x31c3ea86f1bAA60601A7e0Ab23EF326452F035d5,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dog Play,Emerald,Zero Soul,Rare,Epic,Uncommon,Common,Common,Common,Common,true
6772,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6773,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dragon Roar,Solar,Self Aura,Common,Common,Common,Epic,Common,Rare,Rare,true
6774,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Faded,Dragon Roar,Magic Hour,Zero Soul,Common,Rare,Common,Common,Uncommon,Uncommon,Common,true
6775,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Aura,Dragon Roar,Royal Gem,Zero Soul,Rare,Epic,Common,Common,Epic,Uncommon,Common,true
6776,0x3F21841d60562dE4403E68994Af068Ad3685FD00,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Hazy Blaze,Zero Soul,Uncommon,Epic,Common,Common,Common,Rare,Common,true
6777,0x927CdbCF31f20514d04d889Db8cdB5a74A234D4A,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Sun Up,Try Soul,Uncommon,Common,Epic,Common,Common,Uncommon,Rare,true
6778,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dragon Roar,Sun Up,Zero Soul,Uncommon,Common,Common,Common,Epic,Common,Uncommon,true
6779,0xD5B30087c862eb22E25d934D8F2c6aB492ED1880,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6780,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Astral,Dog Play,Royal Gem,Try Soul,Common,Uncommon,Uncommon,Rare,Uncommon,Clan,Uncommon,true
6781,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Sky Rise,Zero Soul,Common,Uncommon,Common,Uncommon,Uncommon,Common,Common,true
6782,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sky View,Self Aura,Common,Common,Rare,Common,Common,Common,Clan,true
6783,0x410Af911fa6784012f55916D74edf1a424aBFB32,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6784,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Grimbone,Master,Sun Rise,Blue Blaze,Dog Play,Dusk,Zero Soul,Common,Common,Common,Uncommon,Rare,Common,Common,true
6785,0xe7258483BD47B0DB23ce543de8895C198AeB59d3,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dragon Roar,Sky View,Zero Soul,Common,Common,Common,Uncommon,Common,Common,Common,true
6786,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Spirit Guardian Edition 01,Emerald Hand,Officer,Elegance,Gem Stone,Dog Play,Scared Forest,Self Aura,Common,Common,Common,Rare,Epic,Common,Uncommon,true
6787,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Common,Rare,Uncommon,Common,Uncommon,Epic,Uncommon,true
6788,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dragon Roar,Ice Light,Zero Soul,Common,Epic,Common,Common,Common,Common,Uncommon,true
6789,0xFC11ED4A9F6Dc97D6c247bbA4a9336C57cDb60D1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6790,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Yultide Up,Dragon Roar,Mint Teal,Try Soul,Uncommon,Uncommon,Common,Epic,Uncommon,Uncommon,Common,true
6791,0x0c5C815aC0384ac94c0383B83F5b7542bfF6bE5E,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Sun Spots,Dog Play,Dirty Yellow,Self Aura,Uncommon,Common,Rare,Common,Common,Uncommon,Uncommon,true
6792,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dog Play,Scared Forest,Zero Soul,Common,Common,Rare,Uncommon,Uncommon,Rare,Common,true
6793,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Uncommon,Common,Clan,Rare,Common,Clan,Common,true
6794,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Emerald,Try Soul,Uncommon,Common,Uncommon,Uncommon,Common,Rare,Common,true
6795,0xa4a4B1fb87044499512d88d9818567BE7c25c405,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Burst Orange,Zero Soul,Common,Common,Rare,Uncommon,Uncommon,Common,Uncommon,true
6796,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6797,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Burst Orange,Try Soul,Uncommon,Uncommon,Uncommon,Common,Clan,Uncommon,Common,true
6798,0xB65806a544c3b4E335325FCDFf492B1106A62991,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6799,0x9de815bd917F74A72456c5c0ca4a440c03d2c13A,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Dull Blue,Zero Soul,Common,Common,Common,Common,Epic,Common,Clan,true
6800,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Gem Stone,Dog Play,Scared Forest,Try Soul,Common,Common,Common,Epic,Uncommon,Common,Epic,true
6801,0xe30f16d5aA7dbfbF12dbC6Cf8976D9ded7f91C19,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6802,0xb392f8253dFD7f0344C7E6cD99C7bf46dcB8416b,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Astral,Dog Play,Royal Gem,Self Aura,Clan,Uncommon,Common,Clan,Rare,Uncommon,Common,true
6803,0xCA336e5aDccdaa6cbc94809f189271e4D316b22F,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6804,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Magic Hour,Try Soul,Epic,Rare,Uncommon,Rare,Clan,Clan,Common,true
6805,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sky View,Try Soul,Common,Rare,Common,Epic,Common,Rare,Uncommon,true
6806,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dog Play,Emerald,Self Aura,Common,Rare,Common,Rare,Common,Common,Uncommon,true
6807,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6808,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Royal Gem,Try Soul,Uncommon,Common,Uncommon,Common,Rare,Common,Common,true
6809,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Hot Orange,Dragon Roar,Dusty Orange,Zero Soul,Rare,Uncommon,Rare,Rare,Common,Rare,Epic,true
6810,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Saphire Star,Dog Play,Sky View,Self Aura,Common,Clan,Uncommon,Uncommon,Common,Clan,Common,true
6811,0x422ED09461D5e7Dfa5ea2198DaE54C267E448115,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Burst Orange,Try Soul,Rare,Rare,Rare,Common,Uncommon,Clan,Uncommon,true
6812,0x592A4829D535F221c69C9A5Ff8Ced9Fe1f5727a0,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6813,0xEf554214aa849A84866889b2d3A2F20D9bd0036f,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dragon Roar,Dusk,Self Aura,Uncommon,Common,Common,Common,Common,Uncommon,Common,true
6814,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Dusk,Dog Play,Magic Hour,Self Aura,Common,Epic,Common,Common,Epic,Uncommon,Rare,true
6815,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Sky Rise,Zero Soul,Rare,Common,Common,Uncommon,Uncommon,Common,Common,true
6816,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Yultide Up,Dog Play,Ice Light,Try Soul,Common,Common,Rare,Uncommon,Uncommon,Common,Uncommon,true
6817,0x4d36219fC75C85347240649B88A7cB40cD7dC293,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Ruby Cherry,Dragon Roar,Sun Up,Zero Soul,Epic,Rare,Common,Uncommon,Rare,Clan,Common,true
6818,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6819,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Spirit Guardian Edition 01,Emerald Hand,Master,Emerald Palace,Elite,Dog Play,Sky Rise,Try Soul,Common,Clan,Common,Common,Uncommon,Common,Epic,true
6820,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6821,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Elite,Dog Play,Sky Rise,Try Soul,Common,Common,Uncommon,Uncommon,Common,Uncommon,Common,true
6822,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Dusk,Dog Play,Dirty Yellow,Zero Soul,Common,Uncommon,Rare,Uncommon,Rare,Uncommon,Uncommon,true
6823,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6824,0x75f119589D1ed65EffE909EE910a8200F04797d3,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Emerald Palace,Astral,Dog Play,Scared Forest,Try Soul,Common,Rare,Rare,Common,Epic,Common,Epic,true
6825,0xAe0E103923dAb73BFeD3110263a31268D0FFf635,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6826,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dragon Roar,Hazy Blaze,Try Soul,Epic,Rare,Clan,Uncommon,Common,Uncommon,Common,true
6827,0xEBA9a6e6A4355330a85ed4589267c0aD7963185E,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Sky Rise,Self Aura,Common,Common,Epic,Epic,Uncommon,Rare,Rare,true
6828,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Aquamarine Chill,Dragon Roar,Lite Lime,Zero Soul,Uncommon,Clan,Common,Uncommon,Epic,Rare,Rare,true
6829,0x8E3fE95101A3a1fB79Ea4B09bd65FC16260e27d4,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Mime Burst,Lolita Jam,Dog Play,Fuchsia Mix,Zero Soul,Common,Epic,Common,Rare,Common,Uncommon,Epic,true
6830,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Hazy Blaze,Try Soul,Common,Rare,Common,Common,Common,Rare,Common,true
6831,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Gem Stone,Dragon Roar,Sky Rise,Self Aura,Uncommon,Common,Common,Common,Uncommon,Epic,Common,true
6832,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Gem Stone,Dragon Roar,Emerald,Try Soul,Uncommon,Common,Rare,Common,Uncommon,Common,Uncommon,true
6833,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6834,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Saphire Star,Dog Play,Dull Blue,Self Aura,Uncommon,Common,Common,Rare,Common,Common,Common,true
6835,0x952C12201Ed6041b11A2cD664C2906BA24e2a158,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Blue Blaze,Dragon Roar,Noon Sun,Zero Soul,Uncommon,Uncommon,Common,Uncommon,Uncommon,Uncommon,Common,true
6836,0x9A43BA922Ea25b3615498DB0F32871229ba19912,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Astral,Dog Play,Lite Burst,Zero Soul,Common,Common,Uncommon,Common,Epic,Common,Common,true
6837,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dog Play,Dull Blue,Try Soul,Common,Epic,Uncommon,Epic,Common,Common,Common,true
6838,0xFcD29A0cdd8d0f833CE2c4A462C2442D0219b263,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Saphire Star,Dragon Roar,Dull Blue,Self Aura,Epic,Epic,Common,Common,Common,Uncommon,Epic,true
6839,0x390caDf1d5604871aE650b4A328eC2Ea740E9b3c,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dragon Roar,Emerald,Zero Soul,Common,Common,Rare,Uncommon,Common,Common,Uncommon,true
6840,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dragon Roar,Aura Green,Zero Soul,Epic,Uncommon,Rare,Common,Common,Common,Common,true
6841,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Ruby Cherry,Dragon Roar,Sun Up,Zero Soul,Uncommon,Common,Uncommon,Common,Rare,Common,Epic,true
6842,0xBC66220Dd09460592F37Bbe66c44C8e018567C40,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6843,0x3e13FA90a9C93E977436E6BEEdfEa34929905208,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Elite,Dog Play,Sky Rise,Zero Soul,Uncommon,Common,Common,Common,Rare,Uncommon,Uncommon,true
6844,0x9B3d6073dce3Ce4Ac2431a27031bdDeCA5A38938,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dog Play,Scared Forest,Zero Soul,Common,Rare,Common,Common,Common,Uncommon,Common,true
6845,0xFe974A55B8af48937ef403eB5CD74dB2649fDA10,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Ruby Cherry,Dragon Roar,Ice Light,Try Soul,Rare,Clan,Rare,Common,Common,Uncommon,Common,true
6846,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Hot Orange,Dragon Roar,Magic Hour,Try Soul,Uncommon,Common,Rare,Uncommon,Common,Uncommon,Common,true
6847,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6848,0x8177700ac752f1BF8058150CFe151748174D0bec,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Astral,Dragon Roar,Scared Forest,Try Soul,Common,Uncommon,Common,Uncommon,Uncommon,Common,Clan,true
6849,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Common,Common,Clan,Uncommon,Rare,Rare,Common,true
6850,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Fuchsia Mix,Self Aura,Common,Uncommon,Common,Common,Common,Common,Common,true
6851,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Sun Spots,Dragon Roar,Dusk,Zero Soul,Common,Epic,Common,Clan,Common,Rare,Uncommon,true
6852,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Scared Forest,Try Soul,Uncommon,Common,Uncommon,Epic,Common,Common,Common,true
6853,0xbCc071204CF70cf4209982Aa7e8F9f7158b3Ed61,Spirit Guardian Edition 01,Emerald Hand,Master,Emerald Palace,Elite,Dog Play,Soul Yellow,Self Aura,Common,Common,Common,Common,Common,Clan,Uncommon,true
6854,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6855,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Aquamarine Chill,Dragon Roar,Ice Light,Try Soul,Common,Common,Common,Uncommon,Uncommon,Common,Common,true
6856,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6857,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Dusk,Try Soul,Rare,Epic,Common,Uncommon,Epic,Common,Epic,true
6858,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Gem Stone,Dog Play,Royal Gem,Zero Soul,Uncommon,Uncommon,Common,Common,Common,Uncommon,Common,true
6859,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6860,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6861,0x147c98f994F2a6bf58458E00670CaAF1A5b39554,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Prism,Dog Play,Soul Yellow,Try Soul,Common,Uncommon,Uncommon,Rare,Common,Common,Common,true
6862,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dragon Roar,Scared Forest,Zero Soul,Uncommon,Common,Rare,Common,Epic,Common,Common,true
6863,0xf5496654AA6e87E40021E381eE87FFE22cfe38E0,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Saphire Star,Dog Play,Burst Orange,Try Soul,Uncommon,Rare,Uncommon,Common,Epic,Epic,Common,true
6864,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6865,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Yultide Up,Dog Play,Lite Lime,Zero Soul,Rare,Clan,Epic,Common,Uncommon,Clan,Clan,true
6866,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Royal Gem,Zero Soul,Common,Uncommon,Common,Uncommon,Common,Uncommon,Uncommon,true
6867,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Dusk,Dog Play,Dusty Orange,Try Soul,Common,Rare,Rare,Common,Common,Epic,Common,true
6868,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6869,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6870,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Scared Forest,Try Soul,Rare,Uncommon,Epic,Common,Common,Uncommon,Common,true
6871,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Hazy Blaze,Try Soul,Uncommon,Uncommon,Epic,Rare,Common,Common,Uncommon,true
6872,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dragon Roar,Royal Gem,Try Soul,Epic,Common,Rare,Epic,Clan,Rare,Common,true
6873,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Saphire Star,Dog Play,Ice Light,Zero Soul,Common,Common,Common,Common,Common,Common,Epic,true
6874,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Elite,Dog Play,Scared Forest,Try Soul,Common,Common,Common,Common,Uncommon,Common,Common,true
6875,0xadB275e90cc1B81e1c4355742E4689B133F8B685,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dragon Roar,Sky View,Try Soul,Clan,Rare,Uncommon,Epic,Common,Common,Uncommon,true
6876,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Magic Hour,Try Soul,Common,Common,Common,Common,Uncommon,Common,Common,true
6877,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Self Aura,Uncommon,Uncommon,Uncommon,Epic,Common,Uncommon,Common,true
6878,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Blue Blaze,Dragon Roar,Noon Sun,Self Aura,Uncommon,Common,Rare,Common,Uncommon,Common,Epic,true
6879,0x642c37ef416b49A483E7200Fffd094676DefD011,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Sky Rise,Zero Soul,Common,Common,Common,Uncommon,Epic,Rare,Epic,true
6880,0x98cc5E5c2A2C2E1e7e1a414dA88a96E1624662A3,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Try Soul,Uncommon,Common,Epic,Common,Common,Common,Common,true
6881,0x8887809A7708f7223d2F531Bc64541f630342e81,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Dusk,Dog Play,Aura Green,Self Aura,Epic,Uncommon,Uncommon,Common,Common,Uncommon,Uncommon,true
