Token ID,Owner Address,Attribute collection,Attribute clan,Attribute revealed,Attribute tier,Attribute appearance,Attribute color theme,Attribute animation,Attribute hair,Attribute hair color,Attribute skin tone,Attribute brow,Attribute brow detail,Attribute face,Attribute face detail,Attribute pupil,Attribute eye color,Attribute accessory,Attribute upper,Attribute lower,Attribute hands
2230,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 00,Common,01,Common,00,Common,Lolita Jam,Common,Common,Rare,Rare
2231,0xbc311491524d82456544864c00C31B3b0f558440,Pilot Edition 01,Grimbone,true,Grand Master,Female,Scorched Earth,Bagua,Clan,Champagne,Skin tone 03,Clan,00,Clan,01,Clan,Sun Spots,Grand Master,Clan,Clan,Clan
2232,0xbD42f712115DB2240d5bCD6deB1eaF2387185a80,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Clan,Dust,Skin tone 03,Common,00,Common,00,Common,Elite,Rare,Rare,Rare,Common
2233,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Pilot Edition 01,Emerald Hand,true,Master,Male,Elegance,Scream,Rare,Faded Blue,Skin tone 00,Rare,01,Common,00,Uncommon,Elite,Common,Common,Clan,Common
2234,0x6aF2B502E202141f0000996BB7EC9570dcB9B983,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Harlequin Tonic,Finger Gun,Rare,Sand X,Skin tone 03,Rare,00,Common,00,Common,Aquamarine Chill,Common,Rare,Rare,Common
2235,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Dark Side,Bagua,Common,Void Blue,Skin tone 00,Rare,00,Rare,05,Common,Dusk,Rare,Rare,Common,Common
2236,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Common,Noir,Skin tone 01,Rare,00,Clan,02,Uncommon,Aura,Common,Clan,Rare,Rare
2237,0xd3bFe058D0AA751d97354d16B7562966e95Af30e,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Common,Late Blue,Skin tone 00,Rare,01,Clan,00,Common,Blue Blaze,Rare,Clan,Common,Rare
2238,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Toxic X,Skin tone 04,Common,01,Common,00,Common,Aquamarine Chill,Common,Common,Rare,Common
2239,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Clan,Sand X,Skin tone 00,Common,01,Rare,02,Common,Sapphire Star,Rare,Common,Common,Rare
2240,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Common,Silver,Skin tone 01,Rare,01,Clan,00,Rare,Sun Spots,Clan,Common,Rare,Common
2241,0xE82B53DF132A2f2f8a8e5EFC911285Cc686F2B6F,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Elite Corps,Scream,Common,Dark Umber,Skin tone 00,Rare,01,Clan,01,Uncommon,Aura,Common,Common,Rare,Common
2242,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Common,Faded Blue,Skin tone 00,Rare,00,Rare,05,Rare,Aura,Rare,Clan,Clan,Rare
2243,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Rare,Champagne,Skin tone 01,Common,00,Common,00,Uncommon,Blue Blaze,Common,Clan,Common,Rare
2244,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 03,Common,00,Common,00,Clan,Lolita Jam,Rare,Clan,Common,Clan
2245,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Sand X,Skin tone 00,Common,01,Common,00,Uncommon,Sapphire Star,Common,Clan,Common,Common
2246,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Barren,Skin tone 04,Common,00,Rare,04,Common,Astral,Common,Rare,Rare,Common
2247,0x31b19d5dC46454D297aCc840857514D539088017,Pilot Edition 01,Grimbone,true,Runner,Male,Dark Side,Powers,Rare,Green Means Go,Skin tone 03,Rare,00,Rare,01,Clan,Blue Blaze,Clan,Common,Common,Common
2248,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Mime Burst,Finger Gun,Common,Jolt Lime,Skin tone 04,Common,00,Common,00,Common,Lolita Jam,Common,Rare,Common,Rare
2249,0x8478C86263cf2A7D694aeb2F5cc247eE9c6dCCc9,Pilot Edition 01,Grimbone,true,Master,Male,Scorched Earth,Powers,Clan,Crimson Locks,Skin tone 00,Clan,00,Common,00,Common,Faded,Clan,Rare,Clan,Common
2250,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Elegant Green,Skin tone 04,Common,01,Common,00,Common,Prism,Rare,Common,Rare,Common
2251,0xc638D2EE569d8b641F73712C42Bb68548FD02df2,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Tumblers Mule,Dance,Rare,Jolt Lime,Skin tone 02,Common,00,Common,00,Rare,Ruby Cherry,Rare,Rare,Rare,Clan
2252,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Clan,Silver,Skin tone 01,Common,00,Common,00,Common,Dusk,Common,Common,Common,Clan
2253,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elegance,Scream,Common,Dark Umber,Skin tone 00,Common,01,Common,00,Uncommon,Elite,Rare,Common,Rare,Common
2254,0x0C982bABD4DB889cC08D9e957cCBa41F585ca5e6,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Common,Dust,Skin tone 04,Common,01,Rare,02,Uncommon,Elite,Clan,Common,Rare,Rare
2255,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Pilot Edition 01,Grimbone,true,Master,Female,Sun Rise,Bagua,Common,Champagne,Skin tone 01,Rare,01,Clan,01,Common,Sun Spots,Common,Rare,Rare,Common
2256,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Mime Burst,Finger Gun,Clan,Melon Light,Skin tone 04,Common,00,Common,00,Common,Lolita Jam,Common,Rare,Common,Common
2257,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Dark Umber,Skin tone 01,Common,00,Common,00,Uncommon,Gem Stone,Rare,Clan,Rare,Common
2258,0xFd52AE8828CFDdaa077F422638166F8D2Aa19FF0,Pilot Edition 01,Grimbone,true,Officer,Female,Sun Rise,Bagua,Common,Ginger,Skin tone 04,Rare,00,Clan,00,Clan,Faded,Common,Common,Rare,Rare
2259,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Mime Burst,Dance,Common,Sand X,Skin tone 02,Rare,01,Common,00,Common,Sapphire Star,Clan,Common,Rare,Common
2260,0x5e3421595311e114Fa2368Cb91cc0111B933F37D,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Green Means Go,Skin tone 01,Common,01,Common,00,Uncommon,Blue Blaze,Rare,Common,Rare,Common
2261,0x69A4336C340D22806CAa470eEC834Bc12cD48bad,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Elegant Green,Skin tone 03,Common,00,Rare,00,Uncommon,Elite,Rare,Common,Clan,Common
2262,0x6B2c9d575165A56c6d27C72BdD1D0019fc64C352,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Eclipse,Skin tone 02,Common,00,Rare,02,Clan,Yuletide Up,Common,Common,Common,Rare
2263,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Dust,Skin tone 02,Common,00,Common,00,Uncommon,Aura,Rare,Common,Rare,Clan
2264,0xD0c5BA9E46c921D0C11098534db35BE6a435B1E3,Pilot Edition 01,Bubblegum Violence,true,Master,Male,Mime Burst,Dance,Common,Bubblegum Chew,Skin tone 01,Rare,01,Common,00,Rare,Ruby Cherry,Common,Common,Common,Rare
2265,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Clan,Late Blue,Skin tone 01,Clan,00,Common,00,Common,Sun Spots,Rare,Common,Common,Common
2266,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Clan,Bubblegum Chew,Skin tone 01,Clan,01,Clan,02,Uncommon,Yuletide Up,Common,Common,Common,Rare
2267,0x5fE08372a50b681b9C57CC012a26e819872C913E,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Common,Faded Blue,Skin tone 02,Rare,00,Common,00,Uncommon,Astral,Common,Rare,Common,Rare
2268,0x0C982bABD4DB889cC08D9e957cCBa41F585ca5e6,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Rare,Late Blue,Skin tone 00,Rare,01,Rare,00,Uncommon,Faded,Common,Rare,Rare,Common
2269,0x35329530659D33aF7b6dD6287F7c919079E872D2,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Rare,Silver,Skin tone 03,Common,00,Clan,02,Common,Blue Blaze,Common,Common,Common,Rare
2270,0xdeDf8a290dF888B36a3906a7A01Bc828001F4a34,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Rare,Melon Light,Skin tone 01,Common,01,Rare,05,Rare,Lolita Jam,Common,Clan,Common,Rare
2271,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Rare,Elegant Green,Skin tone 03,Rare,00,Common,00,Common,Aura,Rare,Rare,Common,Common
2272,0xB712C4D785F6aC4E0d8cB40798295B9607c67356,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Electric Ice,Skin tone 02,Common,01,Common,00,Uncommon,Yuletide Up,Common,Common,Common,Rare
2273,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Pilot Edition 01,Emerald Hand,true,Officer,Male,Emerald Palace,Scream,Common,Faded Blue,Skin tone 02,Rare,00,Clan,00,Common,Elite,Common,Rare,Common,Common
2274,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Dark Side,Bagua,Rare,Green Means Go,Skin tone 04,Common,01,Rare,03,Common,Dusk,Rare,Common,Common,Common
2275,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 04,Clan,01,Common,00,Common,Lolita Jam,Rare,Rare,Rare,Common
2276,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Clan,Camo Green,Skin tone 01,Clan,00,Rare,01,Common,Aura,Rare,Rare,Rare,Common
2277,0xA2D6868124f56b1aC9951439862d30e8925B7Cb7,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Clan,Ginger,Skin tone 02,Clan,01,Rare,01,Common,Blue Blaze,Rare,Common,Common,Rare
2278,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Clan,Dark Umber,Skin tone 03,Rare,00,Common,00,Rare,Elite,Clan,Common,Rare,Common
2279,0xFf1e7E242FE8Eb35bf7Ab827a71e15160cf92DbB,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Void Blue,Skin tone 01,Common,01,Common,00,Rare,Dusk,Common,Common,Common,Rare
2280,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Rare,Electric Ice,Skin tone 03,Clan,00,Rare,04,Common,Aquamarine Chill,Rare,Rare,Common,Rare
2281,0xEEbb68D2ECf4c841d91B53F9A4899a5a8BcF80D0,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Sky Green,Skin tone 03,Clan,00,Common,00,Rare,Aquamarine Chill,Common,Clan,Common,Common
2282,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Clan,Late Blue,Skin tone 02,Rare,00,Common,00,Common,Blue Blaze,Rare,Common,Rare,Rare
2283,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Common,Dark Umber,Skin tone 03,Clan,01,Rare,01,Common,Elite,Common,Clan,Rare,Rare
2284,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Common,Crimson Locks,Skin tone 02,Common,00,Common,00,Rare,Hot Orange,Common,Rare,Common,Common
2285,0x63d6E98A1eAD018E9Dfe786B23E358ddB951d4a3,Pilot Edition 01,Bubblegum Violence,true,Master,Male,Harlequin Tonic,Dance,Common,Sky Green,Skin tone 03,Clan,01,Rare,04,Common,Sapphire Star,Common,Common,Common,Common
2286,0x6D30504A50E17a35570F3E44d9E9679d84564cd3,Pilot Edition 01,Emerald Hand,true,Adept,Female,Emerald Palace,March,Common,Dark Umber,Skin tone 02,Clan,00,Common,00,Common,Aura,Clan,Common,Common,Rare
2287,0x18fcb8F0B56C8B086e632036776A8348eA6829da,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Rare,Electric Ice,Skin tone 02,Common,00,Rare,04,Clan,Lolita Jam,Common,Common,Common,Common
2288,0x2562b72A43d9B8B1678c8148C846cF9719A5A534,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Common,Champagne,Skin tone 00,Common,00,Rare,01,Uncommon,Dusk,Rare,Common,Common,Common
2289,0x761dFa09188424D1Ea67073595aD74A276F7efF3,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Common,Dust,Skin tone 02,Rare,01,Common,00,Rare,Astral,Rare,Common,Rare,Rare
2290,0xE3bB64D93C3F2fb11ba18b05DF0b573981378828,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elegance,March,Common,Dust,Skin tone 04,Common,01,Clan,00,Rare,Elite,Common,Rare,Rare,Rare
2291,0x09BfEE071d6e4746D5c20f5646f2d7F76260B5CB,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Common,Champagne,Skin tone 00,Rare,00,Rare,05,Common,Blue Blaze,Rare,Common,Rare,Common
2292,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Rare,Jolt Lime,Skin tone 00,Common,00,Rare,03,Clan,Yuletide Up,Common,Rare,Common,Rare
2293,0x69060A83016325B3e5283F130452cBee1f29a3CE,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Female,Tumblers Mule,Finger Gun,Clan,Sky Green,Skin tone 00,Clan,01,Clan,00,Clan,Lolita Jam,Clan,Clan,Clan,Clan
2294,0xCB726Cf119ecE38e8468bD448fA3BA82775a109F,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Clan,Elegant Green,Skin tone 03,Common,01,Common,00,Rare,Aura,Common,Rare,Rare,Clan
2295,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Rare,Ginger,Skin tone 02,Rare,01,Common,00,Uncommon,Dusk,Common,Common,Common,Rare
2296,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Dark Side,Powers,Rare,Void Blue,Skin tone 02,Clan,01,Rare,01,Uncommon,Faded,Common,Common,Common,Rare
2297,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Common,Jolt Lime,Skin tone 00,Common,01,Rare,01,Common,Sapphire Star,Rare,Rare,Rare,Rare
2298,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Dust,Skin tone 04,Rare,00,Common,00,Common,Astral,Common,Clan,Rare,Rare
2299,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Rare,Elegant Green,Skin tone 01,Rare,00,Common,00,Uncommon,Aura,Clan,Rare,Common,Clan
2300,0xC1cC3eEDA2d85D58378d2184521FE52000187Aad,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Mime Burst,Dance,Clan,Sky Green,Skin tone 03,Rare,00,Clan,01,Common,Yuletide Up,Rare,Rare,Clan,Common
2301,0x2f569448EEAB1438D0db14F38C437AFC526F9dcD,Pilot Edition 01,Grimbone,true,Officer,Male,Scorched Earth,Powers,Rare,Ginger,Skin tone 04,Common,01,Rare,05,Rare,Dusk,Common,Rare,Common,Common
2302,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Faded Blue,Skin tone 03,Common,00,Rare,03,Common,Astral,Clan,Common,Clan,Common
2303,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Harlequin Tonic,Finger Gun,Rare,Sky Green,Skin tone 03,Common,00,Common,00,Uncommon,Aquamarine Chill,Rare,Rare,Rare,Rare
2304,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Ginger,Skin tone 00,Common,00,Clan,01,Common,Dusk,Clan,Common,Clan,Common
2305,0xCF0776c21557B2a95EE2Fe15E0AB3b4f0a418Bc5,Pilot Edition 01,Grimbone,true,Grand Master,Female,Sun Rise,Bagua,Common,Green Means Go,Skin tone 04,Common,00,Rare,03,Common,Blue Blaze,Clan,Clan,Clan,Clan
2306,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 00,Rare,00,Common,00,Clan,Lolita Jam,Common,Rare,Common,Common
2307,0xaFfeb7e53030a04C38eF8c9D053b77D3D8fc8Df1,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Barren,Skin tone 03,Rare,01,Rare,05,Uncommon,Elite,Common,Clan,Common,Rare
2308,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Common,Green Means Go,Skin tone 03,Common,01,Rare,04,Uncommon,Dusk,Rare,Rare,Clan,Clan
2309,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Elegant Green,Skin tone 02,Rare,00,Common,00,Rare,Aura,Clan,Common,Common,Rare
2310,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Rare,Melon Light,Skin tone 04,Common,01,Common,00,Uncommon,Yuletide Up,Common,Common,Rare,Clan
2311,0x368293601391dEfC9fBd7c21887FE9ce8164faF4,Pilot Edition 01,Grimbone,true,Master,Female,Dark Side,Bagua,Rare,Silver,Skin tone 03,Clan,01,Common,00,Uncommon,Blue Blaze,Rare,Rare,Common,Common
2312,0xF5420585785Ab031F7b693EC57B6293973Cd3119,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elite Corps,March,Rare,Dust,Skin tone 04,Common,01,Common,00,Uncommon,Aura,Common,Clan,Rare,Common
2313,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Toxic X,Skin tone 00,Common,00,Rare,02,Rare,Sapphire Star,Common,Clan,Common,Common
2314,0xC0fC9bfD335CDe161598070812c3d59E26863518,Pilot Edition 01,Grimbone,true,Grand Master,Male,Scorched Earth,Powers,Common,Late Blue,Skin tone 04,Common,00,Common,00,Uncommon,Sun Spots,Common,Rare,Common,Common
2315,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Common,Elegant Green,Skin tone 01,Rare,01,Common,00,Uncommon,Elite,Clan,Rare,Common,Common
2316,0xbc5cEE650737cdAf49c95587408Db8E40a2b129b,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Common,Bubblegum Chew,Skin tone 01,Rare,01,Common,00,Uncommon,Sapphire Star,Common,Common,Rare,Rare
2317,0xf74ac06cAD17005a23fA0C09388A8Bc73728AD4C,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Champagne,Skin tone 02,Common,01,Rare,05,Uncommon,Blue Blaze,Rare,Rare,Rare,Clan
2318,0xeBf573c5f9BcCA2F0DB23DbF0b2373621EE1cC85,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Dust,Skin tone 01,Rare,00,Common,00,Rare,Astral,Common,Common,Rare,Rare
2319,0xFee2D1Dc50867EA4C2746B87b00F51BFb3Ed8daf,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Clan,Bubblegum Chew,Skin tone 03,Common,01,Clan,00,Uncommon,Yuletide Up,Rare,Rare,Common,Common
2320,0x9CDA212E3a2C0B7eD30D7736C948F92E0986C825,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Toxic X,Skin tone 03,Common,01,Common,00,Uncommon,Lolita Jam,Common,Rare,Rare,Rare
2321,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elegance,March,Common,Dust,Skin tone 00,Rare,00,Common,00,Common,Prism,Rare,Common,Common,Common
2322,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Ginger,Skin tone 03,Common,01,Common,00,Uncommon,Blue Blaze,Common,Rare,Clan,Common
2323,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Rare,Elegant Green,Skin tone 01,Rare,01,Rare,02,Common,Elite,Rare,Clan,Rare,Clan
2324,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 00,Common,01,Rare,01,Common,Yuletide Up,Common,Common,Rare,Clan
2325,0x5468dc442f5FB4EAad8F1325f212f9d6512CeA25,Pilot Edition 01,Grimbone,true,Officer,Male,Scorched Earth,Powers,Common,Green Means Go,Skin tone 01,Common,01,Clan,01,Clan,Dusk,Common,Clan,Common,Rare
2326,0xAeb3d5ff66A87FC9FAF8a44415c8702dDf9EC5DA,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Rare,Melon Light,Skin tone 02,Common,01,Common,00,Rare,Aquamarine Chill,Rare,Clan,Rare,Clan
2327,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Dust,Skin tone 00,Clan,01,Common,00,Common,Aura,Rare,Rare,Common,Clan
2328,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Rare,Void Blue,Skin tone 00,Rare,01,Clan,01,Rare,Blue Blaze,Clan,Clan,Clan,Rare
2329,0x93477d3a779dCD59d5F5C87596951F74D37322a4,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Clan,Champagne,Skin tone 00,Common,01,Clan,00,Uncommon,Hot Orange,Rare,Common,Clan,Clan
2330,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Rare,Noir,Skin tone 00,Rare,00,Rare,03,Common,Aura,Common,Clan,Clan,Rare
2331,0x798504E342be52AB34dE1c2FC0b26E6a254D4f18,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Rare,Sky Green,Skin tone 01,Common,01,Common,00,Common,Yuletide Up,Rare,Common,Rare,Common
2332,0x7920Ff664Fc3ce81064b8ec2F9224C2abCF89230,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Bubblegum Chew,Skin tone 00,Clan,01,Common,00,Uncommon,Sapphire Star,Rare,Rare,Common,Rare
2333,0x40f0DEE8c6fcA739f1C955522031046905c9Ee5f,Pilot Edition 01,Grimbone,true,Grand Master,Female,Scorched Earth,Bagua,Rare,Ginger,Skin tone 04,Common,00,Common,00,Rare,Blue Blaze,Rare,Rare,Common,Common
2334,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elegance,March,Rare,Faded Blue,Skin tone 02,Common,00,Rare,00,Rare,Aura,Common,Clan,Common,Rare
2335,0xb039d0830e4277C4d0117Db95B45668158116865,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Clan,Green Means Go,Skin tone 02,Common,00,Rare,05,Common,Dusk,Common,Clan,Common,Common
2336,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Mime Burst,Dance,Clan,Toxic X,Skin tone 01,Rare,00,Clan,01,Uncommon,Ruby Cherry,Common,Clan,Common,Common
2337,0xc6b42710Ada2C80a535Bb49b5018B12430200F34,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Noir,Skin tone 04,Rare,00,Clan,01,Common,Aura,Rare,Rare,Common,Common
2338,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Clan,Dark Umber,Skin tone 04,Rare,01,Common,00,Uncommon,Sun Spots,Common,Rare,Clan,Common
2339,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Dust,Skin tone 04,Common,00,Common,00,Common,Elite,Clan,Common,Common,Clan
2340,0xD65cfbB30f9cbd03286E5F2D21470e78d7Cb864C,Pilot Edition 01,Bubblegum Violence,true,Master,Male,Mime Burst,Dance,Clan,Melon Light,Skin tone 04,Rare,01,Clan,02,Rare,Aquamarine Chill,Common,Rare,Common,Common
2341,0xe319c6d728eCfB7E6781Bb323D13cd788063d473,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Clan,Jolt Lime,Skin tone 04,Rare,00,Rare,04,Uncommon,Sapphire Star,Clan,Common,Common,Common
2342,0x4F4118CD81CCff53db09ef15Af58E04Ff38d08d5,Pilot Edition 01,Emerald Hand,true,Officer,Female,Emerald Palace,March,Common,Dark Umber,Skin tone 03,Common,01,Rare,05,Common,Aura,Rare,Common,Common,Common
